data	arabish	class	CODA	token	pos	lemma	governorate	age	gender
20150411	mer7i	arabizi	مرحي	مرحي	ADJ	مرحي	/	35-50	F
20150411	+	arabizi	+	+	SYM	SYM	/	35-50	F
20150411	1	arabizi	1	1	NOUN_NUM	NOUN_NUM	/	35-50	F
20150411	asfer	arabizi	اصفر	اصفر	NOUN	اصفر	/	35-50	F
20150411	adhma	arabizi	عظمة	عظمة	NOUN-NSUFF_FEM_SG	عظم	/	35-50	F
20150411	+	arabizi	+	+	SYM	SYM	/	35-50	F
20150411	mei	arabizi	ما	ما	NOUN	ما	/	35-50	F
20150411	zhar	arabizi	زهر	زهر	NOUN	زهر	/	35-50	F

20150411	_	arabizi	_	_	PUNC	PUNC	/	35-50	F
20150411	Ch7our	arabizi	شحور	شحور	NOUN	شحور	/	35-50	F
20150411	:	arabizi	:	:	PUNC	PUNC	/	35-50	F

20150411	1	arabizi	1	1	NOUN_NUM	NOUN_NUM	/	35-50	F
20150411	kila	arabizi	كيلة	كيلة	NOUN_QUANT-NSUFF_FEM_SG	كيلة	/	35-50	F
20150411	mei	arabizi	ما	ما	NOUN	ما	/	35-50	F
20150411	lilha	arabizi	لها	ل+ها	PREP+PRON_3FS	ل	/	35-50	F
20150411	2	arabizi	2	2	NOUN_NUM	NOUN_NUM	/	35-50	F
20150411	kilet	arabizi	كيلات	كيلات	NOUN_QUANT-NSUFF_FEM_PL	كيلة	/	35-50	F
20150411	sokir	arabizi	سكر	سكر	NOUN	سكّر	/	35-50	F
20150411	wchtar	arabizi	وشطر	و+شطر	CONJ+NOUN_QUANT	شطر	/	35-50	F
20150411	9arsa	arabizi	قارصة	قارصة	NOUN-NSUFF_FEM_SG	قارص	/	35-50	F

20150411	Tdaweb	arabizi	تذوّب	تذوّب	CV2S-CV	ذوّب	/	35-50	F
20150411	zebda	arabizi	الزبدة	ال+زبدة	DET+NOUN-NSUFF_FEM_SG	زبدة	/	35-50	F
20150411	wtzidha	arabizi	وتزيدها	و+تزيد+ها	CONJ+CV2S-CV+CVSUFF_DO:3FS	زاد	/	35-50	F
20150411	lil	arabizi	لال	ل+ال	PREP+DET	ل	/	35-50	F
20150411	farina	arabizi	فارينة	فارينة	NOUN-NSUFF_FEM_SG	فارينة	/	35-50	F
20150411	m3a	arabizi	مع	مع	PREP	مع	/	35-50	F
20150411	chweya	arabizi	شويّة	شويّة	[NOUN_QUANT]ADV	شويّة	/	35-50	F
20150411	mei	arabizi	ما	ما	NOUN	ما	/	35-50	F
20150411	werd	arabizi	ورد	ورد	NOUN	ورد	/	35-50	F
20150411	welei	arabizi	ولا	ولا	CONJ	ولا	/	35-50	F
20150411	zhar	arabizi	زهر	زهر	NOUN	زهر	/	35-50	F
20150411	elli	arabizi	اللي	اللي	REL_PRON	اللي	/	35-50	F
20150411	3andik	arabizi	عندك	عند+ك	PREP+PRON_2S	عند	/	35-50	F

20150411	tkhalit	arabizi	تخلط	تخلط	CV2S-CV	خلّط	/	35-50	F
20150411	wtlim	arabizi	وتلم	و+تلم	CONJ+CV2S-CV	لمّ	/	35-50	F
20150411	3jintik	arabizi	عجينتك	عجينة+ك	NOUN-NSUFF_FEM_SG+POSS_PRON_2S	عجينة	/	35-50	F
20150411	bchweya	arabizi	بشويّة	ب+شويّة	PREP+[NOUN_QUANT]ADV	شويّة	/	35-50	F
20150411	mei	arabizi	ما	ما	NOUN	ما	/	35-50	F
20150411	deifi	arabizi	دافي	دافي	ADJ	دافي	/	35-50	F
20150411	lin	arabizi	لين	لين	SUB_CONJ	لين	/	35-50	F
20150411	tit7asel	arabizi	تتحصّل	تتحصّل	IV2S-IV	تحصّل	/	35-50	F
20150411	ala	arabizi	على	على	PREP	على	/	35-50	F
20150411	3jina	arabizi	عجينة	عجينة	NOUN-NSUFF_FEM_SG	عجينة	/	35-50	F
20150411	triya	arabizi	تريّة	تريّة	ADJ-NSUFF_FEM_SG	تري	/	35-50	F
20150411	trata7ha	arabizi	ترتّحها	ترتّح+ها	CV2S-CV+CVSUFF_DO:3FS	رتّح	/	35-50	F
20150411	nosf	arabizi	نصف	نصف	NOUN_QUANT	نصف	/	35-50	F
20150411	sei3a	arabizi	ساعة	ساعة	NOUN-NSUFF_FEM_SG	ساعة	/	35-50	F
20150411	wba3	arabizi	وبعد	و+بعد	CONJ+ADV	بعد	/	35-50	F
20150411	kin	arabizi	كان	كان	SUB_CONJ	كان	/	35-50	F
20150411	3milt	arabizi	عملت	عملت	PV-PVSUFF_SUBJ:3FS	عمل	/	35-50	F
20150411	barcha	arabizi	برشا	برشا	ADV	برشا	/	35-50	F
20150411	t9ossha	arabizi	تقصّها	تقصّ+ها	CV2S-CV+CVSUFF_DO:3FS	قصّ	/	35-50	F
20150411	k3ibrat	arabizi	كعيبرات	كعيبرات	NOUN-NSUFF_FEM_PL	كعبورة	/	35-50	F
20150411	mitwastin	arabizi	متوسطين	متوسطين	ADJ-NSUFF_MASC_PL	متوسّط	/	35-50	F

20150411	tifrech	arabizi	تفرش	تفرش	CV2S-CV	فرش	/	35-50	F
20150411	nchei	arabizi	نشا	نشا	NOUN	نشا	/	35-50	F
20150411	3al	arabizi	عال	ع+ال	PREP+DET	على	/	35-50	F
20150411	tawla	arabizi	طاولة	طاولة	NOUN-NSUFF_FEM_SG	طاولة	/	35-50	F
20150411	wt7il	arabizi	وتحل	و+تحل	CONJ+CV2S-CV	حلّ	/	35-50	F
20150411	el3jina	arabizi	العجينة	ال+عجينة	DET+NOUN-NSUFF_FEM_SG	عجينة	/	35-50	F
20150411	bil	arabizi	بال	ب+ال	PREP+DET	ب	/	35-50	F
20150411	nchei	arabizi	نشا	نشا	NOUN	نشا	/	35-50	F
20150411	mdawra	arabizi	مدورة	مدورة	ADJ-NSUFF_FEM_SG	مدوّر	/	35-50	F
20150411	wr9iii9a	arabizi	ورقيقة	و+رقيقة	CONJ+ADJ-NSUFF_FEM_SG	رقيق	/	35-50	F
20150411	lin	arabizi	لين	لين	SUB_CONJ	لين	/	35-50	F
20150411	tweli	arabizi	تولّي	تولّي	IV3FS-IV	ولّى	/	35-50	F
20150411	tawla	arabizi	طاولة	طاولة	NOUN-NSUFF_FEM_SG	طاولة	/	35-50	F
20150411	beyna	arabizi	باينة	باينة	ADJ-NSUFF_FEM_SG	باين	/	35-50	F
20150411	w9tha	arabizi	وقتها	وقتها	ADV	وقتها	/	35-50	F
20150411	tibda	arabizi	تبدا	تبدا	IV3FS-IV	بدا	/	35-50	F
20150411	tobrim	arabizi	تبرم	تبرم	IV3FS-IV	برم	/	35-50	F
20150411	fiha	arabizi	فيها	في+ها	PREP+PRON_3FS	في	/	35-50	F
20150411	gholdh	arabizi	غلض	غلض	NOUN	غلض	/	35-50	F
20150411	zouz	arabizi	زوز	زوز	NOUN_NUM	زوز	/	35-50	F
20150411	sweba3	arabizi	صوابع	صوابع	NOUN	صبع	/	35-50	F
20150411	lin	arabizi	لين	لين	SUB_CONJ	لين	/	35-50	F
20150411	tit7asil	arabizi	تتحصّل	تتحصّل	IV2S-IV	تحصّل	/	35-50	F
20150411	ala	arabizi	على	على	PREP	على	/	35-50	F
20150411	mostatil	arabizi	مستطيل	مستطيل	NOUN	مستطيل	/	35-50	F
20150411	twiil	arabizi	طويل	طويل	ADJ	طويل	/	35-50	F

20150411	t9os	arabizi	تقص	تقص	CV2S-CV	قصّ	/	35-50	F
20150411	el7weichi	arabizi	الحواشي	ال+حواشي	DET+NOUN	حواشي	/	35-50	F
20150411	wba3d	arabizi	وبعد	و+بعد	CONJ+ADV	بعد	/	35-50	F
20150411	t9os	arabizi	تقص	تقص	CV2S-CV	قصّ	/	35-50	F
20150411	mourab3at	arabizi	مربعات	موربعات	NOUN-NSUFF_FEM_PL	موربع	/	35-50	F
20150411	sghar	arabizi	صغار	صغار	ADJ	صغير	/	35-50	F
20150411	9ad	arabizi	قد	قد	ADV	قد	/	35-50	F
20150411	ka3bet	arabizi	كعبات	كعبات	NOUN-NSUFF_FEM_PL	كعبة	/	35-50	F
20150411	ma9roud	arabizi	مقروض	مقروض	NOUN	مقروض	/	35-50	F

20150411	wba3d	arabizi	وبعد	و+بعد	CONJ+ADV	بعد	/	35-50	F
20150411	titra7	arabizi	تطرح	تطرح	CV2S-CV	طرح	/	35-50	F
20150411	hakil	arabizi	هاكل	هاك+ال	DEM_PRON+DET	هاك	/	35-50	F
20150411	mourab3at	arabizi	مربعات	موربعات	NOUN-NSUFF_FEM_PL	موربع	/	35-50	F
20150411	bil	arabizi	بال	ب+ال	PREP+DET	ب	/	35-50	F
20150411	9al9al	arabizi	قلقال	قلقال	NOUN	قلقال	/	35-50	F
20150411	chweya	arabizi	شويّة	شويّة	[NOUN_QUANT]ADV	شويّة	/	35-50	F
20150411	bech	arabizi	باش	باش	FUT_PART	باش	/	35-50	F
20150411	yekber	arabizi	يكبر	يكبر	IV3MS-IV	كبر	/	35-50	F
20150411	ywali	arabizi	يولّي	يولّي	IV3MS-IV	ولّى	/	35-50	F
20150411	mourabi3	arabizi	مربع	مربع	NOUN	مربع	/	35-50	F
20150411	akbir	arabizi	اكبر	اكبر	ADJ_COMP	كبير	/	35-50	F
20150411	chweya	arabizi	شويّة	شويّة	[NOUN_QUANT]ADV	شويّة	/	35-50	F

20150411	t7ot	arabizi	تحط	تحط	CV2S-CV	حطّ	/	35-50	F
20150411	chweya	arabizi	شويّة	شويّة	[NOUN_QUANT]ADV	شويّة	/	35-50	F
20150411	7achw	arabizi	حشو	حشو	NOUN	حشو	/	35-50	F

20150411	(	arabizi	)	)	PUNC	PUNC	/	35-50	F
20150411	louz	arabizi	لوز	لوز	NOUN	لوز	/	35-50	F
20150411	tzidou	arabizi	تزيدوا	تزيدوا	CV2P-CV-CVSUFF_SUBJ:P	زاد	/	35-50	F
20150411	1	arabizi	1	1	NOUN_NUM	NOUN_NUM	/	35-50	F
20150411	asfer	arabizi	اصفر	اصفر	NOUN	اصفر	/	35-50	F
20150411	adham	arabizi	عظم	عظم	NOUN	عظم	/	35-50	F
20150411	sokir	arabizi	سكر	سكر	NOUN	سكّر	/	35-50	F
20150411	w9erfa	arabizi	وقرفة	و+قرفة	CONJ+NOUN-NSUFF_FEM_SG	قرفة	/	35-50	F
20150411	w9chour	arabizi	وقشور	و+قشور	CONJ+NOUN	قشرة	/	35-50	F
20150411	lim	arabizi	ليم	ليم	NOUN	ليم	/	35-50	F
20150411	wtzid	arabizi	وتزيد	و+تزيد	CONJ+CV2S-CV	زاد	/	35-50	F
20150411	chweya	arabizi	شويّة	شويّة	[NOUN_QUANT]ADV	شويّة	/	35-50	F
20150411	chweya	arabizi	شويّة	شويّة	[NOUN_QUANT]ADV	شويّة	/	35-50	F
20150411	mei	arabizi	ما	ما	NOUN	ما	/	35-50	F
20150411	zhar	arabizi	زهر	زهر	NOUN	زهر	/	35-50	F
20150411	lin	arabizi	لين	لين	SUB_CONJ	لين	/	35-50	F
20150411	ywali	arabizi	يولّي	يولّي	IV3MS-IV	ولّى	/	35-50	F
20150411	3jina	arabizi	عجينة	عجينة	NOUN-NSUFF_FEM_SG	عجينة	/	35-50	F
20150411	)	arabizi	(	(	PUNC	PUNC	/	35-50	F

20150411	ma	arabizi	ما	ما	NEG_PART	ما	/	35-50	F
20150411	tkatharch	arabizi	تكثّرش	تكثّر+ش	IV3FS-IV+NEG_PART	كثّر	/	35-50	F
20150411	bech	arabizi	باش	باش	FUT_PART	باش	/	35-50	F
20150411	tsakerlik	arabizi	تتسكّر لك	تتسكّر+ل+ك	IV3FS-IV_PASS+[PREP+PRON_2S]IVSUFF_IO:2S	سكّر	/	35-50	F
20150411	wma	arabizi	وما	و+ما	CONJ+NEG_PART	ما	/	35-50	F
20150411	yokhrijch	arabizi	يخرجش	يخرج+ش	IV3MS-IV+NEG_PART	خرج	/	35-50	F
20150411	fil	arabizi	فال	في+ال	PREP+DET	في	/	35-50	F
20150411	9alyen	arabizi	قليان	قليان	NOUN	قليان	/	35-50	F
20150411	wtedhin	arabizi	وتدهن	و+تدهن	CONJ+CV2S-CV	دهن	/	35-50	F
20150411	el7weichi	arabizi	الحواشي	ال+حواشي	DET+NOUN	حواشي	/	35-50	F
20150411	babyedh	arabizi	بابياض	ب+ابياض	PREP+NOUN	ابياض	/	35-50	F
20150411	la3dam	arabizi	العظم	ال+عظم	DET+NOUN	عظم	/	35-50	F
20150411	wtsakerha	arabizi	وتسكرها	و+تسكر+ها	CONJ+CV2S-CV+CVSUFF_DO:3FS	سكّر	/	35-50	F
20150411	kif	arabizi	كيف	كيف	ADV	كيف	/	35-50	F
20150411	ka3bet	arabizi	كعبات	كعبات	NOUN-NSUFF_FEM_PL	كعبة	/	35-50	F
20150411	elbrik	arabizi	البريك	ال+بريك	DET+NOUN_PROP	بريك	/	35-50	F

20150411	kamil	arabizi	كمّل	كمّل	CV2S-CV	كمّل	/	35-50	F
20150411	k3ibetik	arabizi	كعيباتك	كعيبات+ك	NOUN-NSUFF_FEM_PL+POSS_PRON_2S	كعبة	/	35-50	F
20150411	elkoll	arabizi	الكلّ	ال+كلّ	DET+NOUN_QUANT	كلّ	/	35-50	F
20150411	wba3d	arabizi	وبعد	و+بعد	CONJ+ADV	بعد	/	35-50	F
20150411	a9lih	arabizi	اقليه	اقلي+ه	CV2S-CV+CVSUFF_DO:3MS	قلى	/	35-50	F

20150411	Il9alyen	arabizi	القليان	ال+قليان	DET+NOUN	قليان	/	35-50	F
20150411	houwa	arabizi	هو	هو	PRON_3MS	هو	/	35-50	F
20150411	esser	arabizi	السر	ال+سر	DET+NOUN	سرّ	/	35-50	F
20150411	yelzem	arabizi	يلزم	يلزم	IV3MS-IV	لزم	/	35-50	F
20150411	tsakhen	arabizi	تسخّن	تسخّن	IV2S-IV	سخّن	/	35-50	F
20150411	ezzit	arabizi	الزيت	ال+زيت	DET+NOUN	زيت	/	35-50	F
20150411	wba3d	arabizi	وبعد	و+بعد	CONJ+ADV	بعد	/	35-50	F
20150411	tafi	arabizi	طفّي	طفّي	CV2S-CV	طفّى	/	35-50	F
20150411	alih	arabizi	عليه	على+ه	PREP+PRON_3MS	على	/	35-50	F
20150411	khalih	arabizi	خلّيه	خلّى+ه	CV2S-CV+CVSUFF_DO:3MS	خلّى	/	35-50	F
20150411	yedfei	arabizi	يدفى	يدفى	IV3MS-IV	دفى	/	35-50	F

20150411	wa9tha	arabizi	وقتها	وقتها	ADV	وقتها	/	35-50	F
20150411	armi	arabizi	ارمي	ارمي	CV2S-CV	رمى	/	35-50	F
20150411	k3ibet	arabizi	كعبات	كعبات	NOUN-NSUFF_FEM_PL	كعبة	/	35-50	F
20150411	elbrik	arabizi	البريك	ال+بريك	DET+NOUN_PROP	بريك	/	35-50	F
20150411	khalihom	arabizi	خلّيهم	خلّى+هم	CV2S-CV+CVSUFF_DO:3P	خلّى	/	35-50	F
20150411	d9i9a	arabizi	دقيقة	دقيقة	NOUN-NSUFF_FEM_SG	دقيقة	/	35-50	F
20150411	fi	arabizi	في	في	PREP	في	/	35-50	F
20150411	zit	arabizi	زيت	زيت	NOUN	زيت	/	35-50	F
20150411	eldeifi	arabizi	الدافي	ال+دافي	DET+ADJ	دافي	/	35-50	F

20150411	wba3d	arabizi	وبعد	و+بعد	CONJ+ADV	بعد	/	35-50	F
20150411	7ell	arabizi	حلّ	حلّ	CV2S-CV	حلّ	/	35-50	F
20150411	gaz	arabizi	الغاز	ال+غاز	DET+NOUN	غاز	/	35-50	F
20150411	wraja3ou	arabizi	ورجّعه	و+رجّع+ه	CONJ+CV2S-CV+CVSUFF_DO:3MS	رجّع	/	35-50	F
20150411	yet9lei	arabizi	يتقلّى	يتقلّى	IV3MS-IV_PASS	قلى	/	35-50	F
20150411	taw	arabizi	تو	تو	ADV	توّا	/	35-50	F
20150411	yebdew	arabizi	يبدوا	يبدوا	IV3P-IV-IVSUFF_SUBJ:P	بدا	/	35-50	F
20150411	k3ibet	arabizi	كعيبات	كعيبات	NOUN-NSUFF_FEM_PL	كعبة	/	35-50	F
20150411	elbrik	arabizi	البريك	ال+بريك	DET+NOUN_PROP	بريك	/	35-50	F
20150411	yatl3ou	arabizi	يطلعوا	يطلعوا	IV3P-IV-IVSUFF_SUBJ:P	طلع	/	35-50	F
20150411	elfou9	arabizi	الفوق	ال+فوق	[DET+NOUN]ADV	فوق	/	35-50	F

20150411	w9tha	arabizi	وقتها	وقتها	ADV	وقتها	/	35-50	F
20150411	2ebda	arabizi	ابدا	ابدا	CV2S-CV	بدا	/	35-50	F
20150411	adreb	arabizi	اضرب	اضرب	CV2S-CV	ضرب	/	35-50	F
20150411	fihom	arabizi	فيهم	في+هم	PREP+PRON_3P	في	/	35-50	F
20150411	b9a3	arabizi	بقاع	ب+قاع	PREP+NOUN	قاع	/	35-50	F
20150411	mgharfa	arabizi	مغرفة	مغرفة	NOUN-NSUFF_FEM_SG	مغرفة	/	35-50	F
20150411	lin	arabizi	لين	لين	SUB_CONJ	لين	/	35-50	F
20150411	tit7al	arabizi	تتحل	تتحل	IV3FS-IV_PASS	حلّ	/	35-50	F
