data	arabish	class	CODA	token	pos	lemma	governorate	age	gender
20110404	fommou	arabizi	فمّه	فمّ+ه	NOUN+POSS_PRON_3MS	فمّ	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	mka7el	arabizi	مكحّل	مكحّل	ADJ	مكحّل	Tunis	25-35	M
20110404	3inih	arabizi	عينيه	عين+ه	NOUN+POSS_PRON_3MS	عين	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	mbal7et	arabizi	مبلحط	مبلحط	ADJ	مبلحط	Tunis	25-35	M
20110404	le7ytou	arabizi	لحيته	لحية+ه	NOUN-NSUFF_FEM_SG+POSS_PRON_3MS	لحية	Tunis	25-35	M
20110404	bel	arabizi	بال	ب+ال	PREP+DET	ب	Tunis	25-35	M
20110404	7enna	arabizi	حنّة	حنّة	NOUN-NSUFF_FEM_SG	حنّة	Tunis	25-35	M
20110404	ghzarli	arabizi	غزّر لي	غزّر+ل+ي	PV-PVSUFF_SUBJ:3MS+[PREP+PRON_2S]PVSUFF_IO:1S	غزّر	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	9ali	arabizi	قال لي	قال+ل+ي	PV-PVSUFF_SUBJ:3MS+[PREP+PRON_2S]PVSUFF_IO:1S	قال	Tunis	25-35	M
20110404	amir	arabizi	امير	امير	NOUN	امير	Tunis	25-35	M
20110404	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
20110404	mo2	arabizi	مؤ	مؤ	ABBREV	مؤمن	Tunis	25-35	M
20110404	...	arabizi	...	...	PUNC	PUNC	Tunis	25-35	M
20110404	mini	arabizi	منين	منين	INTERROG_ADV	منين	Tunis	25-35	M
20110404	ja	arabizi	جا	جا	PV-PVSUFF_SUBJ:3MS	جا	Tunis	25-35	M
20110404	???	arabizi	؟؟؟	؟؟؟	PUNC	PUNC	Tunis	25-35	M

20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	bda	arabizi	بدا	بدا	PV-PVSUFF_SUBJ:3MS	بدا	Tunis	25-35	M
20110404	y	arabizi	ي	ي	ABBREV	ي	Tunis	25-35	M
20110404	kabber	arabizi	يكبّر	يكبّر	IV3MS-IV	كبّر	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	wa77ed	arabizi	وحّد	وحّد	PV-PVSUFF_SUBJ:3MS	وحّد	Tunis	25-35	M
20110404	...	arabizi	...	...	PUNC	PUNC	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	salli	arabizi	صلّي	صلّي	PV-PVSUFF_SUBJ:3MS	صلّى	Tunis	25-35	M
20110404	3al	arabizi	عال	ع+ال	PREP+DET	على	Tunis	25-35	M
20110404	nib	arabizi	نيب	نيب	NOUN	نيب	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	y	arabizi	ي	ي	ABBREV	ي	Tunis	25-35	M
20110404	3awed	arabizi	يعاود	يعاود	IV3MS-IV	عاود	Tunis	25-35	M
20110404	...	arabizi	...	...	PUNC	PUNC	Tunis	25-35	M
20110404	9otlou	arabizi	قلت له	قلت+ل+ه	PV-PVSUFF_SUBJ:1S+[PREP+PRON_3MS]PVSUFF_IO:3MS	قال	Tunis	25-35	M
20110404	ya	arabizi	يا	يا	VOC_PART	يا	Tunis	25-35	M
20110404	weldi	arabizi	ولدي	ولد+ي	NOUN+POSS_PRON_1S	ولد	Tunis	25-35	M
20110404	rahou	arabizi	راه	را+ه	FOCUS_PART+PRON_3MS	هو	Tunis	25-35	M
20110404	bech	arabizi	باش	باش	FUT_PART	باش	Tunis	25-35	M
20110404	yet9arra3lek	arabizi	يتقطّع لك	يتقطّع+ل+ك	PV-PVSUFF_SUBJ:3MS+[PREP+PRON_2S]PVSUFF_IO:2S	تقطّع	Tunis	25-35	M
20110404	3ere9	arabizi	عرق	عرق	NOUN	عرق	Tunis	25-35	M
20110404	9ali	arabizi	قال لي	قال+ل+ي	PV-PVSUFF_SUBJ:3MS+[PREP+PRON_1S]PVSUFF_IO:1S	قال	Tunis	25-35	M
20110404	5alini	arabizi	خلّيني	خلّى+ني	CV2S-CV+CVSUFF_DO:1S	خلّى	Tunis	25-35	M
20110404	ana	arabizi	انا	انا	PRON_1S	هو	Tunis	25-35	M
20110404	tawa	arabizi	توّا	توّا	ADV	توّا	Tunis	25-35	M
20110404	fi	arabizi	في	في	PREP	في	Tunis	25-35	M
20110404	nachwa	arabizi	نشوة	نشوة	NOUN-NSUFF_FEM_SG	نشوة	Tunis	25-35	M
20110404	m3a	arabizi	مع	مع	PREP	مع	Tunis	25-35	M
20110404	Rou7i	arabizi	روحي	روح+ي	NOUN+POSS_PRON_1S	روح	Tunis	25-35	M

20110404	...	arabizi	...	...	SYM	PUNC	Tunis	25-35	M
20110404	9otlou	arabizi	قلت له	قلت+ل+ه	PV-PVSUFF_SUBJ:1S+[PREP+PRON_3MS]PVSUFF_IO:3MS	قال	Tunis	25-35	M
20110404	ya	arabizi	يا	يا	VOC_PART	يا	Tunis	25-35	M
20110404	weldi	arabizi	ولدي	ولد+ي	NOUN+POSS_PRON_1S	ولد	Tunis	25-35	M
20110404	amir	arabizi	امير	امير	NOUN	امير	Tunis	25-35	M
20110404	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
20110404	mo2minin	arabizi	مؤمنين	مؤمنين	NOUN-NSUFF_MASC_PL	مؤمن	Tunis	25-35	M
20110404	??	arabizi	؟؟	؟؟	PUNC	PUNC	Tunis	25-35	M
20110404	mouch	arabizi	موش	موش	NEG_PART	مش	Tunis	25-35	M
20110404	mat	arabizi	مات	مات	PV-PVSUFF_SUBJ:3MS	مات	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	chba3	arabizi	شبع	شبع	ADV	شبع	Tunis	25-35	M
20110404	mout	arabizi	موت	موت	NOUN	موت	Tunis	25-35	M
20110404	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
20110404	sa5ta	arabizi	سخطة	سخطة	NOUN-NSUFF_FEM_SG	سخط	Tunis	25-35	M
20110404	9ali	arabizi	قال لي	قال+ل+ي	PV-PVSUFF_SUBJ:3MS+[PREP+PRON_1S]PVSUFF_IO:1S	قال	Tunis	25-35	M
20110404	a3dhou	arabizi	اعوذ	أعوذ	IV1S-IV	عوذ	Tunis	25-35	M
20110404	bel	arabizi	بال	ب+ال	PREP+DET	ب	Tunis	25-35	M
20110404	leha	arabizi	الله	الله	NOUN_PROP	الله	Tunis	25-35	M
20110404	wou	arabizi	و	و	NOUN	و	Tunis	25-35	M
20110404	achreb	arabizi	اشرب	اشرب	CV2S-CV	شرب	Tunis	25-35	M
20110404	mah	arabizi	معه	مع+ه	PREP+PRON_3MS	مع	Tunis	25-35	M
20110404	9otlou	arabizi	قلت له	قلت+ل+ه	PV-PVSUFF_SUBJ:1S+[PREP+PRON_3MS]PVSUFF_IO:3MS	قال	Tunis	25-35	M
20110404	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
20110404	yezzi	arabizi	يزّي	يزّي	IV3MS-IV	يزّي	Tunis	25-35	M
20110404	ya	arabizi	يا	يا	VOC_PART	يا	Tunis	25-35	M
20110404	rajjel	arabizi	راجل	راجل	NOUN	راجل	Tunis	25-35	M
20110404	rja3tou	arabizi	رجعتوا	رجعتوا	PV-PVSUFF_SUBJ:2P	رجع	Tunis	25-35	M
20110404	bima	arabizi	بما	ب+ما	PREP+REL_PRON	ب	Tunis	25-35	M
20110404	1000	arabizi	1000	1000	NOUN_NUM	NOUN_NUM	Tunis	25-35	M
20110404	sna	arabizi	سنة	سنة	NOUN-NSUFF_FEM_SG	سنة	Tunis	25-35	M
20110404	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
20110404	tali	arabizi	تالي	تالي	ADJ	تالي	Tunis	25-35	M

20110404	wallitou	arabizi	ولّيتوا	ولّيتوا	PV-PVSUFF_SUBJ:2P	ولّى	Tunis	25-35	M
20110404	tawa	arabizi	توّا	توّا	ADV	توّا	Tunis	25-35	M
20110404	mo3tasmin	arabizi	معتصمين	معتصمين	ADJ-NSUFF_MASC_PL	معتصم	Tunis	25-35	M
20110404	bi7abel	arabizi	بحبل	ب+حبل	PREP+NOUN	حبل	Tunis	25-35	M
20110404	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
20110404	lah	arabizi	الله	الله	NOUN_PROP	الله	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	tsaliwou	arabizi	تصليوا	تصليوا	IV2P-IV-IVSUFF_SUBJ:P	صلّى	Tunis	25-35	M
20110404	jama3a	arabizi	جماعة	جماعة	NOUN-NSUFF_FEM_SG	جماعة	Tunis	25-35	M
20110404	...	arabizi	...	...	PUNC	PUNC	Tunis	25-35	M
20110404	labastou	arabizi	لبستوا	لبستوا	PV-PVSUFF_SUBJ:2P	لبس	Tunis	25-35	M
20110404	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
20110404	mra	arabizi	مرا	مرا	NOUN	مرا	Tunis	25-35	M
20110404	9orTass	arabizi	قرطاس	قرطاس	ADJ	قرطاس	Tunis	25-35	M
20110404	...	arabizi	...	...	PUNC	PUNC	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	chayebtou	arabizi	شايبتوا	شايبتوا	PV-PVSUFF_SUBJ:2P	شايب	Tunis	25-35	M
20110404	rass	arabizi	راس	راس	NOUN	راس	Tunis	25-35	M
20110404	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
20110404	3alem	arabizi	عالم	عالم	NOUN	عالم	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	Fa9Ih	arabizi	فقه	فقه	NOUN	فقه	Tunis	25-35	M
20110404	...	arabizi	...	...	PUNC	PUNC	Tunis	25-35	M

20110404	ted3iwou	arabizi	تدعيوا	تدعيوا	PV-PVSUFF_SUBJ:2P	دعى	Tunis	25-35	M
20110404	lel	arabizi	لال	ل+ال	PREP+DET	ل	Tunis	25-35	M
20110404	da3wa	arabizi	دعوة	دعوة	NOUN-NSUFF_FEM_SG	دعوة	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	dharbetkom	arabizi	ضربتكم	ضربة+كم	NOUN-NSUFF_FEM_SG+POSS_PRON_2P	ضربة	Tunis	25-35	M
20110404	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
20110404	da3wa	arabizi	دعوة	دعوة	NOUN-NSUFF_FEM_SG	دعوة	Tunis	25-35	M
20110404	...	arabizi	...	...	PUNC	PUNC	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	9oltou	arabizi	قلتوا	قلتوا	PV-PVSUFF_SUBJ:2P	قال	Tunis	25-35	M
20110404	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
20110404	islem	arabizi	اسلام	اسلام	NOUN_PROP	اسلام	Tunis	25-35	M
20110404	A9wa	arabizi	اقوى	اقوى	ADJ_COMP	قوى	Tunis	25-35	M
20110404	7asana	arabizi	حصن	حصن	ADJ	حصن	Tunis	25-35	M
20110404	dhodd	arabizi	ضد	ضد	PREP	ضدّ	Tunis	25-35	M
20110404	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
20110404	koffar	arabizi	كفّار	كفّار	NOUN	كافر	Tunis	25-35	M
20110404	...	arabizi	...	...	PUNC	PUNC	Tunis	25-35	M
20110404	5la9tou	arabizi	خلقتوا	خلقتوا	PV-PVSUFF_SUBJ:2P	خلق	Tunis	25-35	M
20110404	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
20110404	fetna	arabizi	فتنة	فتنة	NOUN-NSUFF_FEM_SG	فتنة	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	le	arabizi	ال	ال	DET	ال	Tunis	25-35	M
20110404	kedheb	arabizi	كذب	كذب	NOUN	كذب	Tunis	25-35	M
20110404	...	arabizi	...	...	PUNC	PUNC	Tunis	25-35	M
20110404	wou	arabizi	و	و	ADJ	و	Tunis	25-35	M
20110404	znitou	arabizi	زناته	زنة+ه	NOUN-NSUFF_FEM_SG+POSS_PRON_3MS	زنا	Tunis	25-35	M
20110404	bel	arabizi	بال	ب+ال	PREP+DET	ب	Tunis	25-35	M
20110404	nsa2	arabizi	نساء	نساء	NOUN	نسا	Tunis	25-35	M
20110404	9al	arabizi	قال	قال	PV-PVSUFF_SUBJ:3MS	قال	Tunis	25-35	M
20110404	ach	arabizi	اش	اش	INTERROG_PRON	اش	Tunis	25-35	M
20110404	nouwa	arabizi	هو	هو	PRON_3MS	هو	Tunis	25-35	M
20110404	zawej	arabizi	زواج	زواج	NOUN	زواج	Tunis	25-35	M
20110404	mo3a	arabizi	مع	مع	PREP	مع	Tunis	25-35	M
20110404	...	arabizi	...	_	PUNC	PUNC	Tunis	25-35	M

20110404	saghartou	arabizi	صغرتوا	صغرتوا	PV-PVSUFF_SUBJ:2P	صغر	Tunis	25-35	M
20110404	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
20110404	din	arabizi	دين	دين	NOUN	دين	Tunis	25-35	M
20110404	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
20110404	7anif	arabizi	حنيف	حنيف	ADJ	حنيف	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	raditou	arabizi	ردّيتوا	ردّيتوا	PV-PVSUFF_SUBJ:2P	ردّ	Tunis	25-35	M
20110404	ki	arabizi	كي	كي	CONJ	كي	Tunis	25-35	M
20110404	chahawetkom	arabizi	شهواتكم	شهوات+كم	NOUN-NSUFF_FEM_PL+POSS_PRON_2P	شهوة	Tunis	25-35	M
20110404	la	arabizi	لا	لا	NEG_PART	لا	Tunis	25-35	M
20110404	rass	arabizi	راس	راس	NOUN	راس	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	la	arabizi	لا	لا	NEG_PART	لا	Tunis	25-35	M
20110404	sess	arabizi	ساس	ساس	NOUN	ساس	Tunis	25-35	M
20110404	...	arabizi	...	و	CONJ	PUNC	Tunis	25-35	M
20110404	ta7kiwou	arabizi	تحكيوا	تحكيوا	PV-PVSUFF_SUBJ:2P	حكى	Tunis	25-35	M
20110404	bel	arabizi	بال	ب+ال	PREP+DET	ب	Tunis	25-35	M
20110404	9owa	arabizi	قوة	قوة	NOUN	قوة	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
20110404	ghalba	arabizi	غلبة	غلبة	NOUN-NSUFF_FEM_SG	غلبة	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	entou	arabizi	انتو	انتو	PRON_2P	هو	Tunis	25-35	M
20110404	m9assmin	arabizi	مقسمين	مقسمين	ADJ-NSUFF_MASC_PL	مقسم	Tunis	25-35	M
20110404	alf	arabizi	الف	الف	NOUN_NUM	الف	Tunis	25-35	M
20110404	fer9a	arabizi	فرقة	فرقة	NOUN-NSUFF_FEM_SG	فرقة	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	fer9a	arabizi	فرقة	فرقة	NOUN-NSUFF_FEM_SG	فرقة	Tunis	25-35	M

20110404	3aychin	arabizi	عايشين	عايشين	ADJ-NSUFF_MASC_PL	عايش	Tunis	25-35	M
20110404	3al	arabizi	عال	ع+ال	PREP+DET	على	Tunis	25-35	M
20110404	foutou7at	arabizi	فتحات	فتحات	NOUN-NSUFF_FEM_PL	فتحة	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
20110404	dam	arabizi	دم	دم	NOUN	دم	Tunis	25-35	M
20110404	...	arabizi	...	...	PUNC	PUNC	Tunis	25-35	M
20110404	3aychin	arabizi	عايشين	عايشين	ADJ-NSUFF_MASC_PL	عايش	Tunis	25-35	M
20110404	3ala	arabizi	على	على	PREP	على	Tunis	25-35	M
20110404	sala7	arabizi	صلاح	صلاح	NOUN_PROP	صلاح	Tunis	25-35	M
20110404	el	arabizi	ال	ال	NOUN_PROP	ال	Tunis	25-35	M
20110404	din	arabizi	دين	دين	NOUN_PROP	دين	Tunis	25-35	M
20110404	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	foutou7atou	arabizi	فتحاته	فتحات+ه	NOUN-NSUFF_FEM_PL+POSS_PRON_3MS	فتحة	Tunis	25-35	M
20110404	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
20110404	wou	arabizi	و	و	DET	و	Tunis	25-35	M
20110404	amir	arabizi	امير	امير	NOUN	امير	Tunis	25-35	M
20110404	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
20110404	mo2mini	arabizi	مؤمنين	مؤمنين	NOUN-NSUFF_MASC_PL	مؤمن	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	ghazawetou	arabizi	غزواته	غزوات+ه	NOUN-NSUFF_FEM_PL+POSS_PRON_3FS	غزوة	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
20110404	jaych	arabizi	جيش	جيش	NOUN	جيش	Tunis	25-35	M
20110404	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
20110404	islami	arabizi	اسلامي	اسلامي	ADJ	اسلامي	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	entisaratou	arabizi	انتصاراته	انتصارات+ه	NOUN-NSUFF_FEM_PL+POSS_PRON_3FS	انتصار	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	9sourat	arabizi	قصورات	قصورات	NOUN-NSUFF_FEM_PL	قصورة	Tunis	25-35	M
20110404	el	arabizi	ال	ال	NOUN_PROP	ال	Tunis	25-35	M
20110404	7amra	arabizi	حمراء	حمراء	NOUN_PROP	حمراء	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	mo3jzetha	arabizi	معجزاتها	معجزات+ها	NOUN-NSUFF_FEM_PL+POSS_PRON_3FS	معجزة	Tunis	25-35	M
20110404	...	arabizi	...	...	PUNC	PUNC	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	ensitou	arabizi	نسيتوا	نسيتوا	PV-PVSUFF_SUBJ:2P	نسى	Tunis	25-35	M
20110404	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
20110404	3elm	arabizi	علم	علم	NOUN	علم	Tunis	25-35	M
20110404	elli	arabizi	اللي	اللي	REL_PRON	اللي	Tunis	25-35	M
20110404	ja	arabizi	جا	جا	PV-PVSUFF_SUBJ:3MS	جا	Tunis	25-35	M
20110404	bih	arabizi	به	ب+ه	PREP+PRON_3MS	ب	Tunis	25-35	M
20110404	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
20110404	din	arabizi	دين	دين	NOUN	دين	Tunis	25-35	M
20110404	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
20110404	7anif	arabizi	حنيف	حنيف	ADJ	حنيف	Tunis	25-35	M

20110404	3echtou	arabizi	عشتوا	عشتوا	PV-PVSUFF_SUBJ:2P	عاش	Tunis	25-35	M
20110404	3ala	arabizi	على	على	PREP	على	Tunis	25-35	M
20110404	5rafet	arabizi	خرافات	خرافات	NOUN-NSUFF_FEM_PL	خرافة	Tunis	25-35	M
20110404	bekri	arabizi	بكري	بكري	ADV	بكري	Tunis	25-35	M
20110404	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
20110404	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
20110404	5outab	arabizi	خطب	خطب	NOUN	خطب	Tunis	25-35	M
20110404	5atiba	arabizi	خطيبة	خطيبة	NOUN-NSUFF_FEM_SG	خطيبة	Tunis	25-35	M
