data	arabish	class	CODA	token	pos	lemma	governorate	age	gender
20150902	alcatraz	arabizi	الكتراز	الكتراز	NOUN_PROP	الكتراز	Bizerte	25-35	M

20150919	m5abbi2361	arabizi	مخبّي2361	مخبّي2361	NOUN_PROP	مخبّي2361	Bizerte	25-35	M
20150919	m5abbi1900	arabizi	مخبّي1900	مخبّي1900	NOUN_PROP	مخبّي1900	Bizerte	25-35	M
20150919	:	arabizi	:	:	PUNC	PUNC	Bizerte	25-35	M
20150919	a8na	arabizi	احنا	احنا	PRON_1P	هو	Bizerte	25-35	M
20150919	fi	arabizi	في	في	PREP	في	Bizerte	25-35	M
20150919	tounes	arabizi	تونس	تونس	NOUN_PROP	تونس	Bizerte	25-35	M
20150919	konna	arabizi	كنّا	كنّا	PV-PVSUFF_SUBJ:1P	كان	Bizerte	25-35	M
20150919	far8anin	arabizi	فرحانين	فرحانين	ADJ-NSUFF_MASC_PL	فرحان	Bizerte	25-35	M
20150919	b	arabizi	ب	ب	PREP	ب	Bizerte	25-35	M
20150919	révolution	foreign	révolution	foreign	foreign	foreign	Bizerte	25-35	M
20150919	ama	arabizi	اما	اما	CONJ	اما	Bizerte	25-35	M
20150919	ba3dika	arabizi	بعديكا	بعديكا	ADV	بعد	Bizerte	25-35	M
20150919	tesdamna	arabizi	تصدمنا	تصدمنا	PV_PASS-PVSUFF_SUBJ:1P	صدم	Bizerte	25-35	M

20150919	w	arabizi	و	و	CONJ	و	Bizerte	25-35	M
20150919	kif	arabizi	كيف	كيف	SUB_CONJ	كيف	Bizerte	25-35	M
20150919	5rej	arabizi	خرج	خرج	PV-PVSUFF_SUBJ:3MS	خرج	Bizerte	25-35	M
20150919	w	arabizi	و	و	CONJ	و	Bizerte	25-35	M
20150919	9al	arabizi	قال	قال	PV-PVSUFF_SUBJ:3MS	قال	Bizerte	25-35	M
20150919	raw	arabizi	راه	را+ه	FOCUS_PART+PRON_3MS	هو	Bizerte	25-35	M
20150919	4alltouni	arabizi	غالطوني	غالطوا+ني	PV-PVSUFF_SUBJ:3P+PVSUFF_DO:1S	غالط	Bizerte	25-35	M
20150919	9olna	arabizi	قلنا	قلنا	PV-PVSUFF_SUBJ:1P	قال	Bizerte	25-35	M
20150919	8aw	arabizi	هاه	ها+ه	FOCUS_PART+PRON_3MS	هو	Bizerte	25-35	M
20150919	rabbi	arabizi	ربّي	ربّ+ي	NOUN+POSS_PRON_1S	ربّ	Bizerte	25-35	M
20150919	8de8	arabizi	هداه	هدى+ه	PV-PVSUFF_SUBJ:3MS+PVSUFF_DO:3MS	هدى	Bizerte	25-35	M

20150919	mais	foreign	mais	foreign	foreign	foreign	Bizerte	25-35	M
20150919	ba3d	arabizi	بعد	بعد	ADV	بعد	Bizerte	25-35	M
20150919	tla3	arabizi	طلع	طلع	PV-PVSUFF_SUBJ:3MS	طلع	Bizerte	25-35	M
20150919	el	arabizi	ال	ال	DET	ال	Bizerte	25-35	M
20150919	5onnar	arabizi	خنّار	خنّار	NOUN	خنّار	Bizerte	25-35	M

20150919	m5abbi2107	arabizi	مخبّي2107	مخبّي2107	NOUN_PROP	مخبّي2107	Bizerte	35-50	M
20150919	m5abbi2395	arabizi	مخبّي2395	مخبّي2395	NOUN_PROP	مخبّي2395	Bizerte	35-50	M
20150919	:	arabizi	:	:	PUNC	PUNC	Bizerte	35-50	M
20150919	Justement	foreign	Justement	foreign	foreign	foreign	Bizerte	35-50	M
20150919	ama	arabizi	اما	اما	CONJ	اما	Bizerte	35-50	M
20150919	tounes	arabizi	تونس	تونس	NOUN_PROP	تونس	Bizerte	35-50	M
20150919	8iya	arabizi	هي	هي	PRON_3FS	هو	Bizerte	35-50	M
20150919	elli	arabizi	اللي	اللي	REL_PRON	اللي	Bizerte	35-50	M
20150919	3amlet	arabizi	عملت	عملت	PV-PVSUFF_SUBJ:3FS	عمل	Bizerte	35-50	M
20150919	errabi3	arabizi	الربيع	ال+ربيع	DET+NOUN	ربيع	Bizerte	35-50	M
20150919	el	arabizi	ال	ال	DET	ال	Bizerte	35-50	M
20150919	3arabi	arabizi	عربي	عربي	ADJ	عربي	Bizerte	35-50	M
20150919	ama	arabizi	اما	اما	CONJ	اما	Bizerte	35-50	M
20150919	a8na	arabizi	احنا	احنا	PRON_1P	هو	Bizerte	35-50	M
20150919	twensa	arabizi	توانسة	توانسة	ADJ	تونسي	Bizerte	35-50	M
20150919	manajemnech	arabizi	ما نجّمناش	ما+نجّمنا+ش	NEG_PART+PV-PVSUFF_SUBJ:1S+NEG_PART	نجّم	Bizerte	35-50	M

20150919	ou	foreign	ou	foreign	foreign	foreign	Bizerte	35-50	M
20150919	bien	foreign	bien	foreign	foreign	foreign	Bizerte	35-50	M
20150919	ma3rafnech	arabizi	ما عرفناش	ما+عرفنا+ش	NEG_PART+PV-PVSUFF_SUBJ:1S+NEG_PART	عرف	Bizerte	35-50	M
20150919	netsarrfou	arabizi	نتصرفوا	نتصرفوا	IV1P-IV-IVSUFF_SUBJ:P	تصّرف	Bizerte	35-50	M
20150919	puisk	foreign	puisk	foreign	foreign	foreign	Bizerte	35-50	M
20150919	9bel	arabizi	قبل	قبل	CONJ	قبل	Bizerte	35-50	M
20150919	les	foreign	les	foreign	foreign	foreign	Bizerte	35-50	M
20150919	dictateurs	foreign	dictateurs	foreign	foreign	foreign	Bizerte	35-50	M
20150919	kima	arabizi	كيما	كيما	SUB_CONJ	كيما	Bizerte	35-50	M
20150919	erra2is	arabizi	الرئيس	ال+رئيس	DET+NOUN	رئيس	Bizerte	35-50	M
20150919	m5abbi1639	arabizi	مخبّي1639	مخبّي1639	NOUN_PROP	مخبّي1639	Bizerte	35-50	M
20150919	el	arabizi	ال	ال	DET	ال	Bizerte	35-50	M
20150919	m5abbi2790	arabizi	مخبّي2790	مخبّي2790	NOUN_PROP	مخبّي2790	Bizerte	35-50	M
20150919	elli	arabizi	اللي	اللي	REL_PRON	اللي	Bizerte	35-50	M
20150919	chad	arabizi	شد	شد	PV-PVSUFF_SUBJ:3MS	شدّ	Bizerte	35-50	M
20150919	lebled	arabizi	البلد	ال+بلاد	DET+NOUN	بلاد	Bizerte	35-50	M
20150919	blech	arabizi	بلاش	بلاش	PREP	بلاش	Bizerte	35-50	M
20150919	soulou7iyet	arabizi	صلاحيات	صلاحيات	NOUN-NSUFF_FEM_PL	صلاحية	Bizerte	35-50	M
20150919	w	arabizi	و	و	CONJ	و	Bizerte	35-50	M
20150919	zid	arabizi	زيد	زيد	CV2S-CV	زاد	Bizerte	35-50	M
20150919	tawa	arabizi	توّا	توّا	ADV	توّا	Bizerte	35-50	M
20150919	chadna	arabizi	شدنا	شد+نا	PV-PVSUFF_SUBJ:3MS+PVSUFF_DO:1P	شدّ	Bizerte	35-50	M
20150919	3zouz	arabizi	عزوز	عزوز	NOUN	عزيز	Bizerte	35-50	M
20150919	9rib	arabizi	قريب	قريب	ADJ	قريب	Bizerte	35-50	M
20150919	ymout	arabizi	يموت	يموت	IV3MS-IV	مات	Bizerte	35-50	M
20150919	w	arabizi	و	و	CONJ	و	Bizerte	35-50	M
20150919	inshalla	arabizi	ان شاء الله	ان شاء الله	INTERJ	ان شاء الله	Bizerte	35-50	M
20150919	rabbi	arabizi	ربّي	ربّ+ي	NOUN+POSS_PRON_1S	ربّ	Bizerte	35-50	M
20150919	y9adder	arabizi	يقدّر	يقدّر	IV3MS-IV	قدّر	Bizerte	35-50	M
20150919	el	arabizi	ال	ال	DET	ال	Bizerte	35-50	M
20150919	5ir	arabizi	خير	خير	NOUN	خير	Bizerte	35-50	M
20150919	:)	emotag	:)	emotag	emotag	emotag	Bizerte	35-50	M

20150919	3rabfieurope2011:	arabizi	عرب في اوروبا 2011 :	عرب+في+اوروبا+2011+:	NOUN+PREP+NOUN_PROP+NOUN_NUM+PUNC	عربي	Bizerte	25-35	M
20150919	bravo	foreign	bravo	foreign	foreign	foreign	Bizerte	25-35	M
20150919	m5abbi2107	arabizi	مخبّي2107	مخبّي2107	NOUN_PROP	مخبّي2107	Bizerte	25-35	M
20150919	tounes	arabizi	تونس	تونس	NOUN_PROP	تونس	Bizerte	25-35	M
20150919	bsara7a	arabizi	بصراحة	ب+صراحة	[PREP+NOUN-NSUFF_FEM_SG]ADV	صراحة	Bizerte	25-35	M
20150919	kenet	arabizi	كانت	كانت	PV-PVSUFF_SUBJ:3FS	كان	Bizerte	25-35	M
20150919	hiya	arabizi	هي	هي	PRON_3FS	هو	Bizerte	25-35	M
20150919	la	foreign	la	foreign	foreign	foreign	Bizerte	25-35	M
20150919	maman	foreign	maman	foreign	foreign	foreign	Bizerte	25-35	M
20150919	des	foreign	des	foreign	foreign	foreign	Bizerte	25-35	M
20150919	revolutions	foreign	revolutions	foreign	foreign	foreign	Bizerte	25-35	M
20150919	soit	foreign	soit	foreign	foreign	foreign	Bizerte	25-35	M
20150919	fi	arabizi	في	في	PREP	في	Bizerte	25-35	M
20150919	libia	arabizi	ليبيا	ليبيا	NOUN_PROP	ليبيا	Bizerte	25-35	M
20150919	soit	foreign	soit	foreign	foreign	foreign	Bizerte	25-35	M
20150919	egypt	foreign	egypt	foreign	foreign	foreign	Bizerte	25-35	M
20150919	au	foreign	au	foreign	foreign	foreign	Bizerte	25-35	M
20150919	yamen	arabizi	يمن	يمن	NOUN_PROP	يمن	Bizerte	25-35	M
20150919	8akom	arabizi	هاكم	ها+كم	FOCUS_PART+PRON_2P	هو	Bizerte	25-35	M
20150919	shofto	arabizi	شفتوا	شفتوا	PV-PVSUFF_SUBJ:2P	شاف	Bizerte	25-35	M
20150919	elli	arabizi	اللي	اللي	REL_PRON	اللي	Bizerte	25-35	M
20150919	sar	arabizi	صار	صار	PV-PVSUFF_SUBJ:3MS	صار	Bizerte	25-35	M
20150919	fi	arabizi	في	في	PREP	في	Bizerte	25-35	M
20150919	masr	arabizi	مصر	مصر	NOUN_PROP	مصر	Bizerte	25-35	M
20150919	w	arabizi	و	و	CONJ	و	Bizerte	25-35	M
20150919	tounes	arabizi	تونس	تونس	NOUN_PROP	تونس	Bizerte	25-35	M
20150919	tetsamma	arabizi	تتسمّى	تتسمّى	PV_PASS-PVSUFF_SUBJ:3FS	تسمّى	Bizerte	25-35	M
20150919	janna	arabizi	جنّة	جنّة	NOUN-NSUFF_FEM_SG	جنّة	Bizerte	25-35	M
20150919	le	foreign	le	foreign	foreign	foreign	Bizerte	25-35	M
20150919	militaire	foreign	militaire	foreign	foreign	foreign	Bizerte	25-35	M
20150919	ken	arabizi	كان	كان	PV-PVSUFF_SUBJ:3MS	كان	Bizerte	25-35	M
20150919	we9ef	arabizi	واقف	واقف	ADJ	واقف	Bizerte	25-35	M
20150919	m3a	arabizi	مع	مع	PREP	مع	Bizerte	25-35	M
20150919	sha3b	arabizi	الشعب	ال+شعب	DET+NOUN	شعب	Bizerte	25-35	M
20150919	e5er	arabizi	آخر	آخر	ADJ	آخر	Bizerte	25-35	M
20150919	la7dha	arabizi	لحظة	لحظة	NOUN-NSUFF_FEM_SG	لحظة	Bizerte	25-35	M
20150919	w	arabizi	و	و	CONJ	و	Bizerte	25-35	M
20150919	dima	arabizi	ديما	ديما	ADV	ديما	Bizerte	25-35	M
20150919	n9oulou	arabizi	نقولوا	نقولوا	IV1P-IV-IVSUFF_SUBJ:P	قال	Bizerte	25-35	M
20150919	el7amdulelle8	arabizi	الحمدالله	الحمدالله	INTERJ	حمد الله	Bizerte	25-35	M
20150919	tounes	arabizi	تونس	تونس	NOUN_PROP	تونس	Bizerte	25-35	M
20150919	el	arabizi	ال	ال	DET	ال	Bizerte	25-35	M
20150919	ma4reb	arabizi	مغرب	مغرب	NOUN_PROP	مغرب	Bizerte	25-35	M
20150919	e	foreign	e	foreign	foreign	foreign	Bizerte	25-35	M
20150919	algérie	foreign	algérie	foreign	foreign	foreign	Bizerte	25-35	M
20150919	<3	emotag	<3	emotag	emotag	emotag	Bizerte	25-35	M

20151002	m5abbi2975	arabizi	مخبّي2975	مخبّي2975	NOUN_PROP	مخبّي2975	Tunis	35-50	M
20151002	m5abbi699	arabizi	مخبّي699	مخبّي699	NOUN_PROP	مخبّي699	Tunis	35-50	M
20151002	Thawrit	arabizi	ثورة	ثورة	NOUN-NSUFF_FEM_SG	ثورة	Tunis	35-50	M
20151002	el8ena	arabizi	الهانة	ال+هانة	DET+NOUN	هانة	Tunis	35-50	M
20151002	w	arabizi	و	و	CONJ	و	Tunis	35-50	M
20151002	r9oud	arabizi	رقود	رقود	NOUN	رقود	Tunis	35-50	M
20151002	jabena	arabizi	الجبّانة	ال+جبّانة	DET+NOUN-NSUFF_FEM_SG	جبّانة	Tunis	35-50	M

20151002	9alik	arabizi	قال لك	قال+ل+ك	PV-PVSUFF_SUBJ:3MS+[PREP+PRON_2S]PVSUFF_IO:2S	قال	Tunis	35-50	M
20151002	ettounsi	arabizi	التونسي	ال+تونسي	DET+NOUN	تونسي	Tunis	35-50	M
20151002	3a9liya	arabizi	عقليّة	عقليّة	ADJ-NSUFF_FEM_SG	عقلي	Tunis	35-50	M
20151002	hhhh	arabizi	هههه	هههه	INTERJ	هههه	Tunis	35-50	M
20151002	chab3a	arabizi	شبعة	شبعة	[NOUN_QUANT]ADV	شبعة	Tunis	35-50	M
20151002	dha7ik	arabizi	ضحك	ضحك	NOUN	ضحك	Tunis	35-50	M
20151002	meskina	arabizi	مسكينة	مسكينة	ADJ-NSUFF_FEM_SG	مسكين	Tunis	35-50	M
20151002	tounisna	arabizi	تونسنا	تونس+نا	NOUN_PROP+POSS_PRON_1P	تونس	Tunis	35-50	M
20151002	3al7it	arabizi	عالحيط	ع+ال+حيط	PREP+DET+NOUN	حيط	Tunis	35-50	M
20151002	nes8a	arabizi	ناسها	ناس+ها	NOUN+POSS_PRON_3FS	ناس	Tunis	35-50	M
20151002	ma7le8om	arabizi	ما احلاهم	ما+احلا+هم	[EXCLAM_PRON+PV-PVSUFF_SUBJ:3MS+PRON_3P]INTERJ	حلو	Tunis	35-50	M
20151002	ama	arabizi	اما	اما	CONJ	اما	Tunis	35-50	M
20151002	elfa9ir	arabizi	الفقر	ال+فقر	DET+NOUN	فقر	Tunis	35-50	M
20151002	gatilhom	arabizi	قتلهم	قتل+هم	PV-PVSUFF_SUBJ:3MS+PVSUFF_DO:3P	قتل	Tunis	35-50	M
20151002	elli	arabizi	اللي	اللي	REL_PRON	اللي	Tunis	35-50	M
20151002	yji	arabizi	يجي	يجي	IV3MS-IV	جا	Tunis	35-50	M
20151002	y3abi	arabizi	يعبّي	يعبّي	IV3MS-IV	عبّ	Tunis	35-50	M
20151002	jyoubou	arabizi	جيوبه	جيوب+ه	NOUN+POSS_PRON_3MS	جاب	Tunis	35-50	M
20151002	w	arabizi	و	و	CONJ	و	Tunis	35-50	M
20151002	golna	arabizi	قلنا	قلنا	PV-PVSUFF_SUBJ:1P	قال	Tunis	35-50	M
20151002	tirou	arabizi	طيروا	طيروا	PV-PVSUFF_SUBJ:3P	طار	Tunis	35-50	M
20151002	ma7la	arabizi	ما احلى	ما+احلا	[EXCLAM_PRON+PV-PVSUFF_SUBJ:3MS]INTERJ	حلو	Tunis	35-50	M
20151002	fregkom	arabizi	فراقكم	فراق+كم	NOUN+POSS_PRON_2P	فراق	Tunis	35-50	M
20151002	...	arabizi	...	...	PUNC	PUNC	Tunis	35-50	M

20151002	pffff	foreign	pffff	foreign	foreign	foreign	Tunis	35-50	M
20151002	7asilou	arabizi	حاصيلوا	حاصيلوا	[PV-PVSUFF_SUBJ:3P]CONJ	حاصيلوا	Tunis	35-50	M
20151002	bedmou3	arabizi	بالدموع	ب+ال+دموع	PREP+DET+NOUN	دمع	Tunis	35-50	M

20151004	3rabfieurope2011:	arabizi	عرب في اوروبا 2011 :	عرب+في+اوروبا+2011+:	NOUN+PREP+NOUN_PROP+NOUN_NUM+PUNC	عربي	Bizerte	25-35	M
20151004	walla8i	arabizi	واللّهي	والله	INTERJ	والله	Bizerte	25-35	M
20151004	klemek	arabizi	كلامك	كلام+ك	NOUN+POSS_PRON_2S	كلمة	Bizerte	25-35	M
20151004	s7i7	arabizi	صحيح	صحيح	ADJ	صحيح	Bizerte	25-35	M
20151004	100	arabizi	100	100	NOUN_NUM	NOUN_NUM	Bizerte	25-35	M
20151004	%	arabizi	%	%	SYM	SYM	Bizerte	25-35	M
20151004	ama	arabizi	اما	اما	CONJ	اما	Bizerte	25-35	M
20151004	berjoulia	arabizi	بالرجولية	ب+ال+رجولية	PREP+DET+NOUN-NSUFF_FEM_SG	رجولية	Bizerte	25-35	M
20151004	famma	arabizi	فمّة	فمّة	PSEUDO_VERB	فمّة	Bizerte	25-35	M
20151004	twensa	arabizi	توانسة	توانسة	NOUN	تونسي	Bizerte	25-35	M
20151004	mashalla	arabizi	ما شاء لله	ما شاء لله	INTERJ	ما شاء لله	Bizerte	25-35	M
20151004	fi	arabizi	في	في	PREP	في	Bizerte	25-35	M
20151004	m5a58om	arabizi	مخاخهم	مخاخ+هم	NOUN+POSS_PRON_3P	مخّ	Bizerte	25-35	M
20151004	w	arabizi	و	و	CONJ	و	Bizerte	25-35	M
20151004	yefe8mou	arabizi	يفهموا	يفهموا	IV3P-IV-IVSUFF_SUBJ:P	فهم	Bizerte	25-35	M
20151004	kol	arabizi	كلّ	كلّ	NOUN_QUANT	كلّ	Bizerte	25-35	M
20151004	chay	arabizi	شي	شي	PRON_INDEF	شي	Bizerte	25-35	M

20151004	mais	foreign	mais	foreign	foreign	foreign	Bizerte	25-35	M
20151004	mal9ouch	arabizi	ما لقوش	ما+لقوا+ش	NEG_PART+PV-PVSUFF_SUBJ:3P+NEG_PART	لقى	Bizerte	25-35	M
20151004	chkoun	arabizi	شكون	شكون	PRON_INDEF	شكون	Bizerte	25-35	M
20151004	ywarri8om	arabizi	يورّيهم	يورّي+هم	IV3MS-IV+IVSUFF_IO:3P	ورّى	Bizerte	25-35	M
20151004	theneya	arabizi	اثنيّة	اثنيّة	NOUN-NSUFF_FEM_SG	اثنية	Bizerte	25-35	M
20151004	s7i7a	arabizi	صحيحة	صحيحة	ADJ-NSUFF_FEM_SG	صحيح	Bizerte	25-35	M

20151004	w	arabizi	و	و	CONJ	و	Bizerte	25-35	M
20151004	kif8om	arabizi	كيفهم	كيف+هم	SUB_CONJ+PRON_3P	كيف	Bizerte	25-35	M
20151004	8ouma	arabizi	هوما	هوما	PRON_3P	هو	Bizerte	25-35	M
20151004	famma	arabizi	فمّة	فمّة	PSEUDO_VERB	فمّة	Bizerte	25-35	M
20151004	barcha	arabizi	برشا	برشا	ADV	برشا	Bizerte	25-35	M
20151004	twensa	arabizi	توانسة	توانسة	NOUN	تونسي	Bizerte	25-35	M
20151004	o5rin	arabizi	آخرين	آخرين	ADJ-NSUFF_MASC_PL	آخر	Bizerte	25-35	M
20151004	ynajmou	arabizi	ينجّموا	ينجّموا	IV3P-IV-IVSUFF_SUBJ:P	نجّم	Bizerte	25-35	M
20151004	ybaddlou	arabizi	يبدلّوا	يبدّلوا	IV3P-IV-IVSUFF_SUBJ:P	بدّل	Bizerte	25-35	M
20151004	lebled	arabizi	البلاد	ال+بلاد	DET+NOUN	بلاد	Bizerte	25-35	M
20151004	ama	arabizi	اما	اما	CONJ	اما	Bizerte	25-35	M
20151004	el	arabizi	ال	ال	DET	ال	Bizerte	25-35	M
20151004	Ghorb	arabizi	غرب	غرب	NOUN	غرب	Bizerte	25-35	M
20151004	habblethom	arabizi	هبّلتهم	هبّلت+هم	PV-PVSUFF_SUBJ:3FS+PVSUFF_DO:3P	هبّل	Bizerte	25-35	M
20151004	elli	arabizi	اللي	اللي	REL_PRON	اللي	Bizerte	25-35	M
20151004	y3ich	arabizi	يعيش	يعيش	IV3MS-IV	عاش	Bizerte	25-35	M
20151004	fi	arabizi	في	في	PREP	في	Bizerte	25-35	M
20151004	fransa	arabizi	فرنسا	فرانسا	NOUN_PROP	فرانسا	Bizerte	25-35	M
20151004	w	arabizi	و	و	CONJ	و	Bizerte	25-35	M
20151004	le5or	arabizi	الآخر	ال+آخر	DET+ADJ	آخر	Bizerte	25-35	M
20151004	fi	arabizi	في	في	PREP	في	Bizerte	25-35	M
20151004	italyen	arabizi	إيطليان	ايطاليا	NOUN_PROP	ايطاليا	Bizerte	25-35	M
20151004	yetKayef	arabizi	يتكيف	يتكيف	IV3MS-IV	تكيّف	Bizerte	25-35	M
20151004	fi	arabizi	في	في	PREP	في	Bizerte	25-35	M
20151004	kif	arabizi	كيف	كيف	NOUN	كيف	Bizerte	25-35	M
20151004	tiiiii	arabizi	تي	تي	INTERJ	تي	Bizerte	25-35	M
20151004	normal	arabizi	نرمال	نرمال	ADJ	نرمال	Bizerte	25-35	M
20151004	,	arabizi	,	,	PUNC	PUNC	Bizerte	25-35	M

20151004	yjik	arabizi	يجيك	يجي+ك	IV3MS-IV+IVSUFF_IO:2S	جا	Bizerte	25-35	M
20151004	nhar	arabizi	نهار	نهار	NOUN	نهار	Bizerte	25-35	M
20151004	ya	arabizi	يا	يا	VOC_PART	يا	Bizerte	25-35	M
20151004	tounesna	arabizi	تونسنا	تونس+نا	NOUN_PROP+POSS_PRON_1P	تونس	Bizerte	25-35	M

20151004	m5abbi391	arabizi	مخبّي391	مخبّي391	NOUN_PROP	مخبّي391	Tunis	25-35	F
20151004	m5abbi1000	arabizi	مخبّي1000	مخبّي1000	NOUN_PROP	مخبّي1000	Tunis	25-35	F
20151004	:	arabizi	:	:	PUNC	PUNC	Tunis	25-35	F
20151004	ena	arabizi	انا	انا	PRON_1S	هو	Tunis	25-35	F
20151004	tghithni	arabizi	تغيضني	تغيض+ني	IV3FS-IV+IVSUFF_DO:1S	تغاض	Tunis	25-35	F
20151004	tounes	arabizi	تونس	تونس	NOUN_PROP	تونس	Tunis	25-35	F
20151004	wallah	arabizi	والله	والله	INTERJ	والله	Tunis	25-35	F

20151004	3rabfieurope2011:	arabizi	عرب في اوروبا 2011 :	عرب+في+اوروبا+2011+:	NOUN+PREP+NOUN_PROP+NOUN_NUM+PUNC	عربي	Bizerte	25-35	M
20151004	merci	arabizi	مرسي	مرسي	INTERJ	مرسي	Bizerte	25-35	M
20151004	m5abbi2323	arabizi	مخبّي2323	مخبّي2323	NOUN_PROP	مخبّي2323	Bizerte	25-35	M
20151004	:)	emotag	:)	emotag	emotag	emotag	Bizerte	25-35	M

20151004	tounes	arabizi	تونس	تونس	NOUN_PROP	تونس	Bizerte	25-35	M
20151004	lkolna	arabizi	الكلنا	ال+كل+نا	DET+NOUN_QUANT+PRON_1P	كلّ	Bizerte	25-35	M
20151004	n7abbou8a	arabizi	نحبّوها	نحبّوا+ها	IV1P-IV-IVSUFF_SUBJ:P+IVSUFF_DO:3FS	حبّ	Bizerte	25-35	M
20151004	w	arabizi	و	و	CONJ	و	Bizerte	25-35	M
20151004	rabby	arabizi	ربّي	ربّ+ي	NOUN+POSS_PRON_1S	ربّ	Bizerte	25-35	M
20151004	ya7fed8a	arabizi	يحفظها	يحفظ+ها	IV3MS-IV+IVSUFF_DO:3FS	حفظ	Bizerte	25-35	M
20151004	lina	arabizi	لنا	ل+نا	PREP+PRON_1P	ل	Bizerte	25-35	M
20151004	,	arabizi	,	,	PUNC	PUNC	Bizerte	25-35	M

20151004	inshalla	arabizi	ان شاء الله	ان شاء الله	INTERJ	ان شاء لله	Bizerte	25-35	M
20151004	lkol	arabizi	لكلّ	ل+كل	PREP+NOUN_QUANT	كلّ	Bizerte	25-35	M
20151004	elli	arabizi	اللي	اللي	REL_PRON	اللي	Bizerte	25-35	M
20151004	kifna	arabizi	كيفنا	كيف+نا	ADV+PRON_1P	كيف	Bizerte	25-35	M
20151004	y3ichou	arabizi	يعيشوا	يعيشوا	IV3P-IV-IVSUFF_SUBJ:P	عاش	Bizerte	25-35	M
20151004	fi	arabizi	في	في	PREP	في	Bizerte	25-35	M
20151004	ghorba	arabizi	غربة	غربة	NOUN-NSUFF_FEM_SG	غربة	Bizerte	25-35	M
20151004	ou	foreign	ou	foreign	foreign	foreign	Bizerte	25-35	M
20151004	elli	arabizi	اللي	اللي	REL_PRON	اللي	Bizerte	25-35	M
20151004	y3ichou	arabizi	يعيشوا	يعيشوا	IV3P-IV-IVSUFF_SUBJ:P	عاش	Bizerte	25-35	M
20151004	fi	arabizi	في	في	PREP	في	Bizerte	25-35	M
20151004	bled	arabizi	بلاد	بلاد	NOUN	بلاد	Bizerte	25-35	M
20151004	ygharou	arabizi	يغاروا	يغاروا	IV3P-IV-IVSUFF_SUBJ:P	غار	Bizerte	25-35	M
20151004	3li8a	arabizi	عليها	على+ها	PREP+PRON_3FS	على	Bizerte	25-35	M
20151004	w	arabizi	و	و	CONJ	و	Bizerte	25-35	M
20151004	kol	arabizi	كلّ	كلّ	NOUN_QUANT	كلّ	Bizerte	25-35	M
